epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,358.007,1.41544,0.78828,0.86787,0.91406,0.83122,0.88642,0.44622,1.7414,0.8344,0.93539,0.005182,0.005182,0.005182
75,362.849,1.41345,0.78525,0.87193,0.91386,0.81266,0.88599,0.43634,1.75492,0.88005,0.93173,0.005116,0.005116,0.005116
76,367.8,1.37965,0.75557,0.86052,0.8719,0.81446,0.87492,0.43088,1.74585,0.88402,0.93469,0.00505,0.00505,0.00505
77,372.615,1.41487,0.76699,0.86932,0.9117,0.8151,0.88099,0.4369,1.71309,0.87054,0.92553,0.004984,0.004984,0.004984
78,377.578,1.42369,0.77653,0.8633,0.9352,0.80349,0.86976,0.40633,1.81912,0.89263,0.94465,0.004918,0.004918,0.004918
79,382.488,1.44802,0.80586,0.86943,0.94017,0.84411,0.89887,0.43132,1.75036,0.85633,0.93212,0.004852,0.004852,0.004852
80,387.322,1.43496,0.78677,0.86754,0.91308,0.83539,0.90092,0.44696,1.66612,0.83076,0.92013,0.004786,0.004786,0.004786
81,392.17,1.39828,0.76979,0.86192,0.9149,0.78208,0.85409,0.41115,1.73958,0.9299,0.93456,0.00472,0.00472,0.00472
82,396.984,1.3899,0.74496,0.86266,0.93217,0.84942,0.90218,0.43819,1.75006,0.83901,0.92892,0.004654,0.004654,0.004654
83,401.851,1.39169,0.76551,0.85551,0.91607,0.81398,0.861,0.42489,1.74861,0.87998,0.92983,0.004588,0.004588,0.004588
84,406.613,1.35065,0.72187,0.8564,0.91505,0.84206,0.88207,0.43266,1.77818,0.82571,0.93957,0.004522,0.004522,0.004522
85,411.385,1.38805,0.74058,0.86456,0.9233,0.8564,0.89808,0.43566,1.75265,0.80967,0.93488,0.004456,0.004456,0.004456
86,416.191,1.37216,0.7327,0.85665,0.9223,0.84994,0.90154,0.43925,1.77585,0.83651,0.93765,0.00439,0.00439,0.00439
87,420.935,1.38033,0.76019,0.87044,0.94366,0.85984,0.90658,0.45181,1.71701,0.78803,0.92454,0.004324,0.004324,0.004324
88,425.801,1.37911,0.75167,0.85704,0.9456,0.82578,0.89506,0.44663,1.68389,0.82576,0.92668,0.004258,0.004258,0.004258
89,430.678,1.35156,0.72955,0.85856,0.93415,0.81199,0.89348,0.43262,1.74733,0.86973,0.9302,0.004192,0.004192,0.004192
90,435.494,1.31921,0.72044,0.85546,0.94477,0.82539,0.88599,0.43932,1.70901,0.83748,0.92865,0.004126,0.004126,0.004126
91,440.284,1.35294,0.73101,0.86031,0.86337,0.80426,0.85604,0.41807,1.70445,0.94994,0.92993,0.00406,0.00406,0.00406
92,445.108,1.36082,0.73686,0.86231,0.9188,0.87144,0.9099,0.44368,1.6992,0.84324,0.92463,0.003994,0.003994,0.003994
93,449.861,1.31706,0.71259,0.86038,0.91588,0.88217,0.91904,0.45061,1.71977,0.79862,0.92348,0.003928,0.003928,0.003928
94,454.794,1.32152,0.7107,0.85802,0.90882,0.87462,0.92321,0.46216,1.74788,0.79199,0.93205,0.003862,0.003862,0.003862
95,459.593,1.3142,0.69527,0.85883,0.93839,0.83053,0.90336,0.44031,1.74569,0.83355,0.92866,0.003796,0.003796,0.003796
96,464.354,1.31577,0.68276,0.85606,0.92177,0.8464,0.89375,0.44678,1.68299,0.85019,0.92408,0.00373,0.00373,0.00373
97,469.217,1.29386,0.69845,0.85309,0.9417,0.85092,0.91349,0.46293,1.67332,0.81142,0.92154,0.003664,0.003664,0.003664
98,474.112,1.26903,0.67078,0.85291,0.96202,0.84855,0.91368,0.4551,1.69254,0.80353,0.92538,0.003598,0.003598,0.003598
99,478.823,1.29597,0.69109,0.84889,0.91116,0.87623,0.91568,0.44327,1.72686,0.79894,0.92866,0.003532,0.003532,0.003532
100,483.526,1.30711,0.70816,0.85007,0.94401,0.88357,0.9297,0.45855,1.69924,0.7717,0.92154,0.003466,0.003466,0.003466
101,488.254,1.26541,0.67283,0.8499,0.93449,0.88704,0.92439,0.4531,1.74764,0.78244,0.92653,0.0034,0.0034,0.0034
102,493.008,1.26435,0.68028,0.85097,0.96322,0.87874,0.93182,0.47021,1.69595,0.75192,0.92474,0.003334,0.003334,0.003334
103,497.738,1.27444,0.68232,0.85202,0.94657,0.88874,0.92369,0.46337,1.67746,0.7685,0.92232,0.003268,0.003268,0.003268
104,502.532,1.29001,0.68137,0.84892,0.97127,0.86748,0.92526,0.46844,1.69815,0.76988,0.92919,0.003202,0.003202,0.003202
105,507.296,1.29649,0.69567,0.84569,0.90715,0.86657,0.91497,0.45407,1.69548,0.78747,0.92651,0.003136,0.003136,0.003136
106,512.06,1.29464,0.73393,0.84902,0.94361,0.87699,0.91905,0.45057,1.72133,0.77319,0.93506,0.00307,0.00307,0.00307
107,516.811,1.2534,0.68704,0.84803,0.9494,0.86264,0.90865,0.46287,1.71218,0.77535,0.93172,0.003004,0.003004,0.003004
108,521.551,1.23619,0.65535,0.84767,0.94831,0.86285,0.91762,0.46344,1.73665,0.77773,0.92639,0.002938,0.002938,0.002938
109,526.305,1.25201,0.66206,0.84735,0.96561,0.85685,0.92317,0.47059,1.66677,0.75373,0.91694,0.002872,0.002872,0.002872
